payment_type,datetime,transaction_id,transaction_success,failure_reason
Wallet,2021-09-25 18:32:35,315300,N,Insifficient funds
Wallet,2021-03-02 14:31:16,885066,Y,
Wallet,2021-08-05 15:32:09,211032,N,Insifficient funds
Electronic,2021-07-17 15:50:29,913692,Y,
Wallet,2021-09-25 13:09:36,477493,N,Gateway error
Wallet,2021-11-29 17:20:45,201267,Y,
Wallet,2021-10-15 10:36:02,885951,N,Insifficient funds
Wallet,2021-12-01 20:18:27,31392,Y,
Electronic,2021-07-21 10:07:19,831181,Y,
Electronic,2021-05-11 08:59:54,110014,Y,
Wallet,2021-10-12 15:57:12,335946,N,Insifficient funds
Wallet,2021-06-23 17:26:17,855925,Y,
Card,2021-09-27 10:07:03,787629,Y,
Electronic,2021-09-20 20:21:25,839674,Y,
Wallet,2021-10-01 20:24:51,307604,N,Gateway error
Card,2021-04-28 14:08:48,298256,Y,
Electronic,2021-08-27 18:32:55,638521,Y,
Electronic,2021-06-17 13:23:39,786677,Y,
Card,2021-02-16 20:32:22,264006,Y,
Electronic,2021-01-13 09:28:31,317133,N,Gateway error
Card,2021-03-04 14:05:53,152737,N,Insufficient funds
Electronic,2021-01-13 11:54:53,304708,N,Gateway error
Wallet,2021-05-10 12:23:57,747678,N,Insifficient funds
Electronic,2021-04-22 18:09:56,651195,N,Gateway error
Electronic,2021-04-27 14:42:51,362583,Y,
Electronic,2021-07-13 13:15:59,92000,Y,
Electronic,2021-01-18 20:11:55,633928,N,Authentication error
Wallet,2021-11-13 12:04:09,321542,Y,
Wallet,2021-08-15 17:05:11,735967,N,Gateway error
Card,2021-04-25 12:59:19,313768,N,Gateway error
Electronic,2021-08-27 18:00:17,56457,N,Authentication error
Electronic,2021-10-01 18:50:25,924096,N,Authentication error
Card,2021-05-02 19:16:45,47095,Y,
Electronic,2021-08-15 16:36:56,945148,Y,
Electronic,2021-01-21 13:10:36,555130,N,Gateway error
Wallet,2021-12-13 20:23:48,937296,Y,
Card,2021-08-27 08:12:10,113556,Y,
Card,2021-04-04 11:56:44,236711,N,Gateway error
Wallet,2021-09-23 12:14:13,639857,N,Insifficient funds
Card,2021-03-30 14:42:12,343619,Y,
Card,2021-05-25 17:10:03,535101,Y,
Wallet,2021-10-18 13:16:41,101640,Y,
Wallet,2021-08-19 12:21:33,889892,Y,
Electronic,2021-10-19 14:13:55,609050,Y,
Wallet,2021-07-23 11:16:44,19452,Y,
Electronic,2021-02-25 16:24:56,564841,Y,
Wallet,2021-02-21 12:58:44,214794,Y,
Card,2021-04-13 14:32:05,116868,Y,
Wallet,2021-10-02 15:49:00,418034,Y,
Electronic,2021-09-23 13:17:19,784274,Y,
Card,2021-02-08 12:29:14,708285,Y,
Wallet,2021-07-19 17:38:33,952641,N,Insifficient funds
Card,2021-04-25 13:05:56,550059,N,Insufficient funds
Electronic,2021-02-14 15:18:31,541532,N,Authentication error
Card,2021-11-15 12:47:26,915506,N,Gateway error
Card,2021-07-06 08:04:27,212821,Y,
Card,2021-02-17 10:05:13,654655,Y,
Card,2021-11-25 19:29:30,340920,N,Gateway error
Card,2021-01-15 09:56:54,803063,Y,
Wallet,2021-07-14 15:33:36,965456,N,Gateway error
Card,2021-06-07 16:25:38,717460,N,Declined by merchant
Wallet,2021-04-26 16:44:29,781555,N,Insifficient funds
Card,2021-07-02 11:58:15,940204,N,Gateway error
Electronic,2021-11-03 08:04:30,69841,Y,
Card,2021-03-02 17:37:38,160652,Y,
Card,2021-09-02 17:21:15,931259,N,CVV
Wallet,2021-08-14 15:29:12,982858,N,Gateway error
Card,2021-04-13 10:33:45,549852,Y,
Electronic,2021-06-27 13:04:50,737912,N,Authentication error
Wallet,2021-11-30 20:47:43,995844,Y,
Wallet,2021-06-13 09:01:35,501072,N,Insifficient funds
Wallet,2021-12-02 19:20:28,694833,Y,
Electronic,2021-05-23 11:43:04,732798,N,Gateway error
Electronic,2021-04-02 18:15:49,680951,Y,
Electronic,2021-09-05 20:15:14,298201,N,Authentication error
Card,2021-10-22 11:47:07,668366,Y,
Wallet,2021-12-26 11:21:56,784731,N,Gateway error
Wallet,2021-01-10 09:58:02,740741,N,Gateway error
Electronic,2021-01-15 19:23:15,885457,Y,
Card,2021-01-02 08:06:25,850328,N,Gateway error
Wallet,2021-09-15 19:42:02,422755,N,Gateway error
Electronic,2021-08-14 13:59:22,369860,Y,
Card,2021-07-08 15:19:32,859779,N,CVV
Electronic,2021-12-22 18:16:49,48762,Y,
Wallet,2021-05-04 09:44:34,542587,N,Insifficient funds
Wallet,2021-01-29 09:29:58,854003,Y,
Card,2021-11-02 08:43:06,70118,Y,
Wallet,2021-02-22 12:37:20,469611,N,Insifficient funds
Card,2021-04-28 17:28:15,7423,N,Declined by merchant
Wallet,2021-04-08 13:08:00,324871,Y,
Electronic,2021-07-27 12:45:20,462392,N,Gateway error
Wallet,2021-03-18 09:04:09,759127,N,Insifficient funds
Wallet,2021-05-25 20:24:27,290888,Y,
Electronic,2021-02-04 10:47:03,623866,Y,
Card,2021-06-23 13:28:12,486401,Y,
Wallet,2021-02-14 15:19:41,699283,N,Gateway error
Wallet,2021-02-11 18:12:34,590939,N,Gateway error
Card,2021-03-11 09:35:33,361888,Y,
Electronic,2021-12-12 10:08:47,518319,Y,
Wallet,2021-02-15 08:05:56,455277,N,Gateway error
Card,2021-03-06 20:46:56,962915,Y,
Electronic,2021-01-11 17:46:40,398824,Y,
Electronic,2021-08-02 18:09:57,293352,N,Authentication error
Wallet,2021-05-07 17:39:49,165647,N,Gateway error
Card,2021-08-01 15:26:08,412453,Y,
Card,2021-04-07 13:46:21,268248,N,Gateway error
Electronic,2021-09-23 12:46:29,634570,N,Authentication error
Wallet,2021-02-18 19:25:56,485004,Y,
Card,2021-03-16 14:35:55,512293,Y,
Card,2021-03-18 20:31:26,25880,N,Declined by merchant
Card,2021-04-27 09:12:56,534764,Y,
Card,2021-05-06 20:06:33,989551,N,Gateway error
Card,2021-03-28 08:40:01,72556,N,Gateway error
Card,2021-12-13 10:35:11,999641,Y,
Electronic,2021-03-26 13:26:12,635743,Y,
Card,2021-01-30 12:48:45,689724,N,Declined by merchant
Wallet,2021-07-24 13:38:17,295440,Y,
Card,2021-01-04 08:23:59,692067,N,Gateway error
Wallet,2021-08-22 19:21:20,606871,N,Insifficient funds
Electronic,2021-11-07 18:39:23,887701,Y,
Card,2021-09-03 15:21:54,590167,N,Gateway error
Wallet,2021-04-06 09:24:23,930369,Y,
Card,2021-12-11 13:09:57,436265,Y,
Electronic,2021-11-05 20:16:31,663587,Y,
Wallet,2021-10-18 09:23:33,830731,Y,
Electronic,2021-01-04 11:32:46,8094,Y,
Card,2021-04-18 20:29:24,621273,N,Declined by merchant
Card,2021-12-22 09:12:25,471238,Y,
Wallet,2021-10-23 19:01:45,580452,Y,
Electronic,2021-02-21 16:33:41,208609,N,Gateway error
Electronic,2021-07-09 14:01:12,656388,N,Gateway error
Wallet,2021-12-18 17:20:40,389103,Y,
Electronic,2021-08-09 19:24:32,499980,N,Gateway error
Electronic,2021-03-22 20:29:05,667459,N,Gateway error
Electronic,2021-04-19 14:08:17,565359,Y,
Card,2021-12-12 16:41:00,188573,N,CVV
Card,2021-02-12 16:45:07,78102,N,Declined by merchant
Electronic,2021-02-16 14:46:36,994102,Y,
Electronic,2021-06-01 20:39:30,92379,Y,
Card,2021-07-13 16:41:31,639511,Y,
Card,2021-01-28 17:50:39,969905,Y,
Card,2021-07-22 16:47:25,107628,Y,
Card,2021-03-10 13:22:51,844483,N,Declined by merchant
Wallet,2021-06-18 10:13:12,390909,N,Authentication error
Electronic,2021-11-30 08:37:46,825189,N,Authentication error
Card,2021-05-07 20:42:07,262393,Y,
Wallet,2021-10-08 17:38:51,257407,Y,
Electronic,2021-04-23 13:25:59,982172,N,Authentication error
Card,2021-06-08 11:39:29,855374,Y,
Wallet,2021-10-11 08:08:59,740727,Y,
Electronic,2021-12-01 08:29:44,365502,N,Gateway error
Electronic,2021-08-10 17:59:02,513014,Y,
Wallet,2021-01-30 19:32:05,10954,Y,
Wallet,2021-05-01 15:23:57,647690,N,Insifficient funds
Electronic,2021-07-15 19:17:01,552151,Y,
Electronic,2021-02-01 15:51:34,897761,N,Authentication error
Electronic,2021-07-26 10:30:18,964221,N,Gateway error
Electronic,2021-11-29 17:17:30,573212,N,Gateway error
Electronic,2021-07-08 19:21:20,649665,N,Gateway error
Electronic,2021-04-18 13:14:52,848563,Y,
Card,2021-04-28 14:01:56,929336,Y,
Card,2021-11-19 20:25:27,277965,N,Gateway error
Card,2021-01-01 15:57:41,988807,Y,
Card,2021-06-24 17:38:10,313899,N,CVV
Card,2021-02-01 10:03:10,424719,Y,
Card,2021-10-14 17:48:15,175036,N,Insufficient funds
Electronic,2021-09-25 11:53:39,113564,N,Gateway error
Electronic,2021-09-17 19:51:44,370687,N,Gateway error
Electronic,2021-10-21 17:21:47,183593,Y,
Electronic,2021-03-10 10:32:04,946261,N,Gateway error
Wallet,2021-12-12 15:56:13,113204,Y,
Card,2021-09-29 17:51:06,691100,Y,
Wallet,2021-02-22 10:20:25,377261,Y,
Wallet,2021-04-14 08:15:05,182651,Y,
Card,2021-03-19 19:24:26,463640,Y,
Card,2021-04-18 08:28:18,921453,Y,
Wallet,2021-10-27 11:39:13,695036,N,Authentication error
Card,2021-04-25 19:51:28,481562,Y,
Card,2021-07-30 08:39:04,549291,N,Declined by merchant
Electronic,2021-05-23 13:12:05,883585,N,Authentication error
Card,2021-04-29 16:30:16,71888,Y,
Electronic,2021-10-25 18:33:29,960803,Y,
Wallet,2021-05-04 12:26:22,929738,Y,
Wallet,2021-11-20 14:56:39,136701,Y,
Wallet,2021-12-28 15:56:07,473434,N,Authentication error
Wallet,2021-06-26 19:46:38,517290,Y,
Electronic,2021-03-11 20:16:16,100298,N,Gateway error
Electronic,2021-09-16 17:10:51,97522,N,Gateway error
Card,2021-09-11 12:18:34,586353,N,CVV
Electronic,2021-01-27 08:59:45,889175,Y,
Card,2021-10-16 08:47:28,942804,Y,
Wallet,2021-02-28 13:07:09,852681,Y,
Card,2021-07-30 20:33:08,463020,Y,
Wallet,2021-01-02 17:03:46,59848,N,Authentication error
Electronic,2021-05-15 15:47:25,779259,Y,
Wallet,2021-08-03 13:38:23,553959,Y,
Electronic,2021-11-03 12:53:16,779527,Y,
Electronic,2021-09-14 15:00:26,731438,Y,
Wallet,2021-12-17 18:16:37,654466,N,Gateway error
Electronic,2021-12-29 15:59:19,26863,Y,
Wallet,2021-07-30 12:15:20,943038,N,Gateway error
Card,2021-11-09 19:45:38,355681,Y,
Electronic,2021-08-08 09:08:16,625409,N,Gateway error
Wallet,2021-02-26 14:30:20,82375,N,Authentication error
Card,2021-07-05 15:21:31,973330,Y,
Electronic,2021-01-23 16:16:36,55906,N,Gateway error
Electronic,2021-05-24 16:14:04,333036,Y,
Wallet,2021-08-04 13:46:53,951948,Y,
Electronic,2021-04-28 12:47:34,115481,N,Gateway error
Wallet,2021-08-08 09:38:34,518005,Y,
Card,2021-01-23 14:01:48,337226,N,Insufficient funds
Wallet,2021-03-15 13:08:40,462548,N,Insifficient funds
Electronic,2021-10-03 08:15:24,1554,Y,
Wallet,2021-01-01 18:42:01,607829,N,Authentication error
Card,2021-03-15 16:05:27,473176,Y,
Electronic,2021-11-01 18:55:57,628804,Y,
Card,2021-11-14 16:08:17,741439,Y,
Card,2021-07-06 15:48:09,450816,N,Insufficient funds
Wallet,2021-06-01 15:09:36,12726,N,Insifficient funds
Electronic,2021-08-05 16:52:51,568539,Y,
Wallet,2021-10-01 12:26:01,95628,Y,
Card,2021-08-02 18:00:05,68007,N,CVV
Electronic,2021-09-29 19:15:12,151517,Y,
Electronic,2021-05-03 10:50:28,805825,Y,
Wallet,2021-01-22 20:32:54,565590,Y,
Electronic,2021-03-29 09:01:11,290434,Y,
Card,2021-03-28 15:39:07,161512,Y,
Electronic,2021-01-28 09:15:31,624702,Y,
Wallet,2021-04-28 10:00:15,453326,N,Authentication error
Electronic,2021-10-21 12:33:59,728805,Y,
Electronic,2021-02-27 09:58:05,273696,Y,
Card,2021-05-20 12:12:03,931984,Y,
Electronic,2021-07-17 09:39:32,758233,Y,
Electronic,2021-11-18 14:37:46,828694,N,Gateway error
Electronic,2021-05-14 08:24:04,898760,N,Authentication error
Electronic,2021-02-08 15:02:12,784023,Y,
Wallet,2021-12-26 09:32:54,282272,Y,
Card,2021-11-08 13:24:51,643368,N,Declined by merchant
Card,2021-11-04 09:01:32,917725,Y,
Wallet,2021-07-17 19:14:55,363195,N,Insifficient funds
Card,2021-03-14 18:56:03,64942,Y,
Card,2021-02-06 16:13:32,918551,Y,
Electronic,2021-07-26 17:28:41,959575,Y,
Electronic,2021-05-05 18:21:24,838362,N,Gateway error
Electronic,2021-06-24 19:57:56,200945,Y,
Electronic,2021-04-19 08:16:01,613055,N,Gateway error
Wallet,2021-07-29 13:46:17,582976,N,Authentication error
Electronic,2021-04-30 09:49:30,943777,Y,
Wallet,2021-08-29 15:01:36,717102,Y,
Card,2021-12-18 08:10:36,829897,Y,
Card,2021-07-11 11:56:11,32540,Y,
Wallet,2021-02-07 18:01:29,397579,N,Gateway error
Electronic,2021-05-09 12:29:26,834190,N,Authentication error
Card,2021-07-05 15:30:28,489175,Y,
Wallet,2021-04-06 13:07:38,542702,N,Gateway error
Card,2021-07-20 10:10:02,369056,N,Declined by merchant
Electronic,2021-08-26 18:56:04,375818,N,Authentication error
Wallet,2021-08-13 15:27:08,543716,N,Authentication error
Electronic,2021-11-21 18:41:50,411891,Y,
Card,2021-09-21 19:09:07,135712,Y,
Card,2021-05-11 13:09:15,679853,N,CVV
Wallet,2021-12-05 12:00:55,643022,N,Gateway error
Electronic,2021-03-20 08:26:23,716841,N,Authentication error
Electronic,2021-04-18 08:20:55,613710,N,Gateway error
Card,2021-09-05 19:55:11,257011,N,Gateway error
Electronic,2021-02-28 20:09:47,459972,Y,
Card,2021-03-03 10:23:45,787469,N,CVV
Wallet,2021-09-03 20:51:34,178773,N,Authentication error
Card,2021-06-19 14:42:58,112066,Y,
Card,2021-02-19 08:08:00,618879,Y,
Electronic,2021-02-07 18:26:52,206268,N,Gateway error
Electronic,2021-12-26 09:03:31,513425,N,Authentication error
Wallet,2021-01-22 10:58:40,784582,N,Insifficient funds
Electronic,2021-05-26 16:45:13,661939,N,Authentication error
Wallet,2021-01-04 20:06:17,499327,N,Gateway error
Wallet,2021-10-01 13:47:41,659909,Y,
Electronic,2021-10-10 16:36:41,105564,N,Authentication error
Electronic,2021-03-13 17:30:02,161153,Y,
Card,2021-09-01 17:40:31,310688,N,Insufficient funds
Electronic,2021-04-11 12:52:46,88324,Y,
Wallet,2021-04-27 12:39:40,29239,Y,
Electronic,2021-04-28 20:42:19,392199,N,Authentication error
Card,2021-02-20 19:27:54,372934,N,CVV
Card,2021-11-07 19:09:32,416729,Y,
Wallet,2021-04-02 14:57:44,213169,N,Insifficient funds
Electronic,2021-04-02 11:10:34,568244,N,Authentication error
Card,2021-09-20 11:08:27,507245,Y,
Card,2021-07-02 09:30:47,348658,Y,
Electronic,2021-11-29 13:35:30,41415,Y,
Wallet,2021-10-17 09:51:45,505381,Y,
Card,2021-02-06 17:27:40,741810,Y,
Wallet,2021-09-24 13:19:48,413435,Y,
Electronic,2021-12-05 09:45:34,963581,Y,
Wallet,2021-06-06 09:59:30,456268,N,Authentication error
Electronic,2021-09-12 09:24:19,865014,N,Gateway error
Card,2021-06-14 12:15:24,657812,N,Gateway error
Card,2021-04-16 17:38:46,511048,N,Gateway error
Electronic,2021-03-13 20:46:00,725880,Y,
Wallet,2021-07-28 14:35:13,517044,N,Gateway error
Wallet,2021-06-02 12:34:54,584044,N,Authentication error
Wallet,2021-01-28 13:19:22,61631,N,Authentication error
Card,2021-07-17 08:35:12,654963,Y,
Card,2021-08-13 11:29:04,597059,N,Declined by merchant
Card,2021-09-07 18:06:17,211283,Y,
Wallet,2021-10-21 17:50:17,911978,Y,
Electronic,2021-01-14 17:28:05,261577,N,Gateway error
Card,2021-11-04 09:21:59,281847,Y,
Card,2021-01-04 12:10:27,217886,Y,
Card,2021-05-01 14:16:47,791651,N,Gateway error
Electronic,2021-07-17 11:29:57,761259,Y,
Wallet,2021-02-27 11:45:49,330200,Y,
Electronic,2021-11-09 15:44:12,891574,Y,
Electronic,2021-05-05 12:38:14,771645,Y,
Card,2021-09-29 08:16:13,927953,N,Insufficient funds
Electronic,2021-05-09 17:02:13,625612,N,Gateway error
Wallet,2021-12-30 15:41:52,921537,N,Authentication error
Card,2021-12-15 10:27:30,113799,N,Gateway error
Card,2021-12-17 09:09:55,948576,Y,
Electronic,2021-11-26 12:59:21,858216,Y,
Electronic,2021-01-25 08:28:20,176100,Y,
Card,2021-07-19 08:09:30,119184,Y,
Electronic,2021-09-25 15:12:34,694424,N,Authentication error
Electronic,2021-04-20 16:46:17,81767,Y,
Wallet,2021-04-15 14:28:08,297340,N,Authentication error
Wallet,2021-09-16 09:23:21,634499,Y,
Electronic,2021-04-10 18:38:18,665245,Y,
Electronic,2021-02-19 19:10:19,435094,N,Gateway error
Card,2021-04-05 18:40:22,369806,N,Gateway error
Wallet,2021-08-09 15:28:21,806635,N,Gateway error
Card,2021-07-05 17:38:31,332256,N,Gateway error
Electronic,2021-11-04 08:38:54,828614,N,Gateway error
Card,2021-03-18 17:28:29,34804,Y,
Card,2021-09-26 20:26:41,53775,N,CVV
Electronic,2021-03-29 15:06:47,780967,N,Gateway error
Card,2021-04-22 12:11:23,572866,N,Gateway error
Wallet,2021-09-10 19:38:59,835423,N,Authentication error
Wallet,2021-11-30 16:56:05,613112,N,Gateway error
Card,2021-05-08 17:32:55,894545,N,Insufficient funds
Electronic,2021-10-18 16:44:14,413564,N,Gateway error
Card,2021-01-19 18:33:21,606494,Y,
Card,2021-11-21 17:04:09,741244,N,Gateway error
Wallet,2021-09-18 08:25:36,789734,Y,
Card,2021-12-03 19:05:17,430756,N,Gateway error
Electronic,2021-08-09 12:43:30,930574,N,Authentication error
Wallet,2021-02-19 08:44:48,848381,N,Gateway error
Electronic,2021-02-08 14:10:34,820730,N,Gateway error
Card,2021-02-09 18:15:09,28673,N,CVV
Card,2021-04-05 10:07:48,159396,N,Gateway error
Card,2021-02-10 11:23:11,36548,Y,
Electronic,2021-03-15 11:06:18,768748,N,Authentication error
Electronic,2021-02-08 08:02:34,774439,Y,
Electronic,2021-08-24 10:48:34,758314,N,Gateway error
Wallet,2021-07-25 17:16:03,791694,N,Gateway error
Electronic,2021-11-02 09:40:11,501230,Y,
Wallet,2021-09-12 14:57:38,216206,Y,
Card,2021-09-11 11:26:15,276413,N,Gateway error
Wallet,2021-11-14 12:02:01,28919,Y,
Card,2021-05-27 19:40:19,333572,Y,
Wallet,2021-08-30 18:35:35,898419,Y,
Wallet,2021-09-01 13:44:58,769066,N,Gateway error
Electronic,2021-08-12 19:17:17,945832,N,Authentication error
Card,2021-06-11 08:08:31,750593,N,CVV
Electronic,2021-02-26 11:57:08,221638,Y,
Card,2021-12-04 09:17:58,288106,Y,
Electronic,2021-06-26 20:40:17,265336,N,Gateway error
Electronic,2021-04-04 15:07:58,289401,N,Authentication error
Card,2021-01-01 12:48:45,847305,N,Gateway error
Card,2021-10-25 19:23:38,267549,N,CVV
Wallet,2021-10-11 09:59:28,432501,N,Authentication error
Electronic,2021-09-14 13:26:52,669997,N,Authentication error
Card,2021-08-29 15:35:52,100238,N,Gateway error
Electronic,2021-10-14 08:11:21,321027,Y,
Wallet,2021-03-03 20:11:17,130827,N,Insifficient funds
Electronic,2021-05-05 09:40:25,365200,Y,
Wallet,2021-09-27 10:17:37,140841,N,Gateway error
Wallet,2021-10-28 19:25:52,354033,Y,
Card,2021-01-19 17:09:41,478071,N,Insufficient funds
Wallet,2021-12-25 18:57:11,326531,Y,
Card,2021-09-14 16:35:39,758685,N,CVV
Card,2021-07-10 17:21:28,729764,Y,
Electronic,2021-02-23 17:40:29,782693,Y,
Electronic,2021-09-04 15:01:44,136279,Y,
Card,2021-07-03 16:58:59,287437,Y,
Wallet,2021-09-10 10:52:55,25228,N,Gateway error
Electronic,2021-06-18 10:03:21,691105,N,Gateway error
Card,2021-04-11 12:19:53,328212,N,CVV
Electronic,2021-06-13 09:21:29,98650,Y,
Card,2021-02-20 20:33:00,281401,Y,
Wallet,2021-01-15 19:25:35,639574,N,Gateway error
Card,2021-03-30 18:12:45,55296,Y,
Card,2021-11-28 10:44:00,529124,N,Gateway error
Card,2021-09-27 13:46:31,423968,Y,
Wallet,2021-10-21 14:16:24,214666,N,Gateway error
Wallet,2021-01-13 14:43:11,455022,N,Insifficient funds
Card,2021-11-17 14:04:51,147437,Y,
Card,2021-10-04 08:54:42,152713,N,CVV
Card,2021-09-12 15:39:02,964750,N,Declined by merchant
Wallet,2021-06-08 20:29:50,955508,N,Gateway error
Wallet,2021-04-05 09:19:39,154947,N,Gateway error
Electronic,2021-04-09 20:27:18,371638,N,Authentication error
Wallet,2021-10-04 16:58:21,257622,Y,
Electronic,2021-08-02 18:23:21,891140,Y,
Electronic,2021-03-10 19:31:15,443838,Y,
Wallet,2021-10-27 10:49:11,429785,Y,
Card,2021-09-10 15:05:14,126134,Y,
Electronic,2021-04-06 11:51:59,413542,Y,
Card,2021-06-08 11:15:40,76409,Y,
Wallet,2021-03-26 19:51:22,956729,Y,
Wallet,2021-10-30 13:47:40,35773,N,Insifficient funds
Card,2021-12-21 08:22:24,194104,Y,
Electronic,2021-03-17 16:32:37,218899,N,Authentication error
Card,2021-01-15 12:40:47,421145,Y,
Electronic,2021-07-04 13:09:39,659975,N,Authentication error
Card,2021-08-02 11:56:32,763495,Y,
Wallet,2021-08-11 09:46:33,254830,Y,
Electronic,2021-05-08 12:20:43,448903,N,Authentication error
Electronic,2021-01-18 09:18:44,660281,Y,
Electronic,2021-06-06 10:12:04,410565,N,Authentication error
Card,2021-11-14 16:31:54,282569,N,Insufficient funds
Card,2021-12-29 11:21:39,833828,Y,
Wallet,2021-10-14 11:09:49,828887,Y,
Wallet,2021-12-06 13:43:52,253517,Y,
Card,2021-04-22 11:18:20,428889,Y,
Electronic,2021-05-30 14:51:10,575533,N,Gateway error
Electronic,2021-01-29 11:46:30,785702,Y,
Electronic,2021-12-05 14:48:07,309131,N,Authentication error
Wallet,2021-03-26 09:54:27,222724,N,Insifficient funds
Electronic,2021-08-03 10:21:57,983522,Y,
Card,2021-09-11 12:18:36,463239,N,Insufficient funds
Electronic,2021-09-07 19:34:08,695180,Y,
Wallet,2021-04-13 08:47:14,81702,Y,
Card,2021-01-10 08:28:11,79476,N,Insufficient funds
Electronic,2021-12-24 12:07:17,639547,N,Gateway error
Card,2021-08-25 10:36:14,570286,N,Insufficient funds
Card,2021-06-02 13:51:02,372448,N,Insufficient funds
Card,2021-04-03 12:16:49,220888,Y,
Electronic,2021-08-25 10:17:10,503445,N,Gateway error
Wallet,2021-07-02 16:08:32,138440,N,Insifficient funds
Electronic,2021-02-02 17:52:11,716933,N,Authentication error
Wallet,2021-08-06 09:39:51,743931,N,Gateway error
Electronic,2021-11-22 14:46:17,575836,N,Gateway error
Wallet,2021-10-13 13:21:43,565649,Y,
Wallet,2021-08-20 15:58:08,984744,N,Insifficient funds
Wallet,2021-04-29 17:44:14,983127,N,Gateway error
Electronic,2021-07-26 18:29:11,271070,Y,
Wallet,2021-09-02 15:39:57,141853,Y,
Electronic,2021-12-30 12:13:13,378516,Y,
Card,2021-11-22 19:16:56,68658,N,CVV
Wallet,2021-06-26 13:08:10,775258,N,Gateway error
Card,2021-03-11 09:15:18,688739,N,Gateway error
Wallet,2021-04-14 14:12:28,272358,N,Authentication error
Card,2021-03-19 16:12:31,713946,N,Declined by merchant
Card,2021-12-20 10:31:28,626610,Y,
Card,2021-12-08 20:58:23,227529,Y,
Electronic,2021-05-03 09:51:19,533919,N,Gateway error
Wallet,2021-06-04 16:01:12,306372,Y,
Electronic,2021-11-21 11:46:25,251334,Y,
Card,2021-03-10 18:31:57,694671,N,Declined by merchant
Electronic,2021-12-19 12:37:25,704796,N,Authentication error
Electronic,2021-06-14 16:10:43,457755,N,Authentication error
Card,2021-01-04 18:38:04,603291,Y,
Wallet,2021-02-02 17:54:23,518364,Y,
Electronic,2021-12-04 10:01:45,935791,Y,
Card,2021-08-12 19:45:40,503145,N,Insufficient funds
Electronic,2021-09-30 09:43:50,845188,Y,
Card,2021-02-16 15:02:30,495239,N,Insufficient funds
Wallet,2021-07-17 09:20:14,644438,N,Insifficient funds
Card,2021-09-01 14:14:01,405345,Y,
Wallet,2021-03-08 08:49:03,111164,N,Insifficient funds
Electronic,2021-07-04 16:04:17,374283,Y,
Electronic,2021-09-04 13:19:22,957002,N,Gateway error
Card,2021-11-07 20:00:27,753893,N,Gateway error
Wallet,2021-12-02 16:09:43,175589,Y,
Card,2021-09-04 11:59:54,345712,N,Gateway error
Wallet,2021-02-10 11:27:24,331462,Y,
Electronic,2021-02-16 13:31:00,534346,N,Authentication error
Wallet,2021-12-09 16:55:43,381360,N,Insifficient funds
Wallet,2021-05-04 16:14:55,871798,Y,
Electronic,2021-03-22 14:57:19,409019,Y,
Card,2021-05-24 16:24:06,554216,Y,
Card,2021-06-03 14:58:45,842075,N,Insufficient funds
Card,2021-11-25 20:23:45,774188,N,Gateway error
Wallet,2021-05-11 20:41:59,48138,N,Insifficient funds
Electronic,2021-02-16 12:31:31,114473,N,Authentication error
Card,2021-07-28 09:59:34,721660,Y,
Wallet,2021-10-06 13:49:38,409161,Y,
Card,2021-02-06 12:06:36,151190,Y,
Electronic,2021-08-23 18:30:59,999867,Y,
Electronic,2021-03-15 12:32:11,411249,Y,
Electronic,2021-02-23 11:25:02,225740,Y,
Electronic,2021-11-05 12:26:50,291751,N,Gateway error
Electronic,2021-01-15 20:17:38,217343,Y,
Card,2021-01-03 20:58:06,958480,N,CVV
Card,2021-08-10 09:27:00,910472,Y,
Card,2021-04-08 12:37:26,939362,N,CVV
Electronic,2021-07-13 12:22:26,67796,Y,
Electronic,2021-07-04 19:10:35,881241,N,Authentication error
Wallet,2021-08-02 18:50:49,339538,N,Gateway error
Electronic,2021-05-03 13:53:59,698435,Y,
Card,2021-01-11 08:14:09,146326,N,Insufficient funds
Wallet,2021-06-20 16:23:01,488129,N,Authentication error
Wallet,2021-04-29 20:53:57,424430,N,Gateway error
Electronic,2021-07-22 13:19:32,214774,Y,
Electronic,2021-01-13 09:47:40,504502,Y,
Wallet,2021-03-16 18:23:32,18103,Y,
Electronic,2021-04-02 08:56:05,807749,Y,
Electronic,2021-12-24 16:26:19,147359,N,Gateway error
Electronic,2021-01-06 11:49:19,666115,Y,
Card,2021-05-06 08:59:55,731022,Y,
Wallet,2021-09-04 08:09:25,130546,Y,
Wallet,2021-09-16 18:18:34,300729,Y,
Card,2021-01-10 20:37:18,958131,N,Insufficient funds
Wallet,2021-09-02 12:12:30,314058,Y,
Card,2021-11-02 11:58:06,256069,Y,
Electronic,2021-11-04 16:26:34,2554,Y,
Card,2021-02-21 18:53:36,635592,N,Insufficient funds
Card,2021-10-24 08:18:58,357337,Y,
Wallet,2021-08-03 20:37:53,474965,N,Insifficient funds
Wallet,2021-09-27 18:54:13,705430,Y,
Wallet,2021-05-15 14:34:11,636539,N,Insifficient funds
Wallet,2021-01-18 18:52:47,757034,Y,
Card,2021-12-04 14:36:48,802872,Y,
Electronic,2021-04-02 14:58:42,605998,Y,
Electronic,2021-11-29 10:56:52,827094,N,Authentication error
Wallet,2021-08-03 18:14:12,660398,Y,
Electronic,2021-08-04 14:50:24,679047,Y,
Electronic,2021-11-13 19:37:30,704451,N,Gateway error
Card,2021-12-22 13:27:35,892408,Y,
